WELL_ID,DATE,BFPD,BOPD,BWPD,MSCF,BSW,GOR(MSFC/BPPD),GLR(SCF/BFPD),API,FREC(Hz),PIP(PSI),PROF_INTAKE,AMPERAGE,PUMP,PSI_CAB
DEEPWATER-TU2XFX,18/3/2016,1811.0,724.4,1086.6,82.54,60.0,113.94,45.58,26.0,,,,,ESP-100,30.0
DEEPWATER-TU2XFX,17/8/2019,1142.0,91.36,1050.64,11.28,92.0,123.47,9.88,17.8,50.0,1165.0,9860.0,54.0,ESP-411,35.0
DEEPWATER-TU2XFX,17/7/2018,1475.0,309.75,1165.25,38.44,79.0,124.1,26.06,17.8,59.0,686.0,9759.0,42.0,ESP-411,10.0
DEEPWATER-TU2XFX,17/4/2019,1148.0,172.2,975.8,21.33,85.0,123.87,18.58,17.8,50.0,1160.0,9860.0,,ESP-411,10.0
DEEPWATER-TU2XFX,17/3/2016,1688.0,700.52,987.48,79.91,58.5,114.07,47.34,26.0,,,,,ESP-100,30.0
DEEPWATER-TU2XFX,16/9/2018,1482.0,311.22,1170.78,38.56,79.0,123.9,26.02,17.8,60.0,780.0,9759.0,44.0,ESP-411,10.0
DEEPWATER-TU2XFX,16/9/2017,1627.0,341.67,1285.33,42.41,79.0,124.13,26.07,17.8,,,9759.0,50.0,ESP-048,10.0
DEEPWATER-TU2XFX,16/7/2016,1702.0,357.42,1344.58,40.7,79.0,113.87,23.91,26.0,,,,,ESP-100,20.0
DEEPWATER-TU2XFX,16/3/2016,1427.0,723.49,703.51,82.54,49.3,114.09,57.84,26.0,,,,,ESP-100,10.0
DEEPWATER-TU2XFX,16/11/2017,1580.0,331.8,1248.2,41.14,79.0,123.99,26.04,17.8,59.0,636.0,9759.0,49.0,ESP-048,10.0
DEEPWATER-TU2XFX,15/6/2018,1487.0,312.27,1174.73,38.69,79.0,123.9,26.02,17.8,59.0,690.0,9759.0,42.0,ESP-411,10.0
DEEPWATER-TU2XFX,15/4/2017,1687.0,354.27,1332.73,43.9,79.0,123.92,26.02,17.8,,,,46.0,ESP-849,15.0
DEEPWATER-TU2XFX,15/4/2017,1687.0,354.27,1332.73,43.9,79.0,123.92,26.02,17.8,,,,,ESP-849,15.0
DEEPWATER-TU2XFX,15/3/2019,1180.0,177.0,1003.0,21.95,85.0,124.01,18.6,17.8,50.0,1313.0,9860.0,52.0,ESP-411,10.0
DEEPWATER-TU2XFX,15/10/2017,1610.0,338.1,1271.9,41.91,79.0,123.96,26.03,17.8,61.0,626.0,9759.0,51.0,ESP-048,10.0
DEEPWATER-TU2XFX,14/6/2016,1709.0,410.16,1298.84,46.74,76.0,113.96,27.35,26.0,,,,,ESP-100,20.0
DEEPWATER-TU2XFX,14/5/2018,1503.0,315.63,1187.37,39.18,79.0,124.13,26.07,17.8,59.0,711.0,9759.0,42.0,ESP-411,10.0
DEEPWATER-TU2XFX,14/5/2016,1713.0,462.51,1250.49,52.78,73.0,114.12,30.81,26.0,,,,,ESP-100,20.0
DEEPWATER-TU2XFX,14/4/2016,1733.0,467.91,1265.09,53.35,73.0,114.02,30.78,26.0,,,,,ESP-100,30.0
DEEPWATER-TU2XFX,14/10/2018,1490.0,312.9,1177.1,38.81,79.0,124.03,26.05,17.8,59.0,813.0,9759.0,44.0,ESP-411,10.0
DEEPWATER-TU2XFX,13/9/2017,1647.0,345.87,1301.13,42.9,79.0,124.04,26.05,17.8,,,9759.0,49.0,ESP-048,10.0
DEEPWATER-TU2XFX,13/5/2017,969.0,203.49,765.51,25.3,79.0,124.33,26.11,17.8,,,,45.0,ESP-849,25.0
DEEPWATER-TU2XFX,13/2/2018,1521.0,319.41,1201.59,39.56,79.0,123.85,26.01,17.8,59.0,758.0,9759.0,41.0,ESP-411,10.0
DEEPWATER-TU2XFX,12/12/2017,1640.0,344.4,1295.6,42.66,79.0,123.87,26.01,17.8,60.0,706.0,9759.0,49.0,ESP-048,10.0
DEEPWATER-TU2XFX,12/11/2017,1558.0,327.18,1230.82,40.55,79.0,123.94,26.03,17.8,,,9759.0,49.0,ESP-048,10.0
DEEPWATER-TU2XFX,12/10/2017,1625.0,341.25,1283.75,42.28,79.0,123.9,26.02,17.8,,,9759.0,51.0,ESP-048,10.0
DEEPWATER-TU2XFX,11/9/2017,1644.0,345.24,1298.76,42.78,79.0,123.91,26.02,17.8,,,9759.0,50.0,ESP-048,10.0
DEEPWATER-TU2XFX,11/8/2017,1698.0,356.58,1341.42,45.38,79.0,127.26,26.73,17.8,,,9759.0,50.0,ESP-048,10.0
DEEPWATER-TU2XFX,11/8/2016,1636.0,343.56,1292.44,39.22,79.0,114.16,23.97,26.0,,,,,ESP-100,20.0
DEEPWATER-TU2XFX,11/7/2019,1141.0,91.28,1049.72,11.28,92.0,123.58,9.89,17.8,50.0,1170.0,9860.0,54.0,ESP-411,35.0
DEEPWATER-TU2XFX,11/3/2018,1512.0,317.52,1194.48,39.43,79.0,124.18,26.08,17.8,59.0,724.0,9759.0,41.0,ESP-411,10.0
DEEPWATER-TU2XFX,11/2/2019,382.0,80.22,301.78,9.92,79.0,123.66,25.97,17.8,60.0,1509.0,9759.0,42.0,ESP-411,5.0
DEEPWATER-TU2XFX,11/10/2017,1638.0,343.98,1294.02,42.66,79.0,124.02,26.04,17.8,,,9759.0,51.0,ESP-048,10.0
DEEPWATER-TU2XFX,10/4/2018,1496.0,314.16,1181.84,39.56,79.0,125.92,26.44,17.8,59.0,707.0,9759.0,41.0,ESP-411,10.0
DEEPWATER-TU2XFX,10/3/2019,1180.0,94.4,1085.6,11.66,92.0,123.52,9.88,17.8,50.0,1310.0,9860.0,53.0,ESP-411,10.0
DEEPWATER-TU2XFX,10/12/2017,1615.0,339.15,1275.85,42.04,79.0,123.96,26.03,17.8,60.0,767.0,9759.0,49.0,ESP-048,10.0
DEEPWATER-TU2XFX,10/10/2017,1648.0,346.08,1301.92,42.9,79.0,123.96,26.03,17.8,,,9759.0,50.0,ESP-048,10.0
DEEPWATER-TU2XFX,1/8/2018,1482.0,311.22,1170.78,38.56,79.0,123.9,26.02,17.8,59.0,771.0,9759.0,42.0,ESP-411,10.0
DEEPWATER-TU2XFX,1/8/2017,1750.0,560.0,1190.0,69.48,68.0,124.07,39.7,17.8,,,9759.0,49.0,ESP-048,10.0
DEEPWATER-TU2XFX,1/7/2016,1718.0,412.32,1305.68,46.97,76.0,113.92,27.34,26.0,,,,,ESP-100,20.0
DEEPWATER-TU2XFX,1/6/2019,1152.0,172.8,979.2,21.45,85.0,124.13,18.62,17.8,50.0,1184.0,9860.0,52.0,ESP-411,20.0
DEEPWATER-TU2XFX,1/2/2017,1700.0,357.0,1343.0,40.7,79.0,114.01,23.94,17.8,,,,50.0,ESP-849,20.0
DEEPWATER-TXV4MX,9/7/2020,704.0,422.4,281.6,68.79,40.0,163.0,97.71,20.1,49.0,,9385.26,52.0,ESP-588,80.0
DEEPWATER-TXV4MX,9/6/2020,702.0,449.28,252.72,73.19,36.0,162.91,104.26,20.1,49.0,665.0,9385.26,46.0,ESP-588,90.0
DEEPWATER-TXV4MX,9/6/2017,304.0,255.36,48.64,41.57,16.0,162.79,136.74,20.1,,,,25.0,ESP-815,15.0
DEEPWATER-TXV4MX,9/3/2020,518.0,227.92,290.08,37.16,56.0,163.04,71.74,20.1,55.5,,9359.0,38.0,ESP-815,90.0
DEEPWATER-TXV4MX,9/2/2017,416.08,415.21,0.87,16.05,0.21,38.45,0.0,20.1,50.978,376.1,,23.167,ESP-100,60.0
DEEPWATER-TXV4MX,9/11/2019,710.35,227.89,482.46,0.67,67.92,2.95,0.0,19.0,,,,,ESP-100,0.5
DEEPWATER-TXV4MX,9/10/2020,958.0,555.64,402.36,90.63,42.0,163.11,94.6,20.1,54.5,412.0,9385.26,72.0,ESP-588,80.0
DEEPWATER-TXV4MX,8/9/2020,888.0,515.04,372.96,83.95,42.0,163.0,94.54,20.1,52.0,530.0,9385.26,51.0,ESP-588,80.0
DEEPWATER-TXV4MX,8/8/2018,680.0,231.2,448.8,37.65,66.0,162.85,55.37,20.1,51.0,419.0,9359.0,35.0,ESP-815,200.0
DEEPWATER-TXV4MX,8/7/2019,632.0,139.04,492.96,22.66,78.0,162.97,35.85,20.1,56.0,,9359.0,40.0,ESP-815,120.0
DEEPWATER-TXV4MX,8/7/2018,654.29,240.39,413.91,6.47,63.26,26.9,0.0,18.5,,,,,ESP-100,144.3
DEEPWATER-TXV4MX,8/7/2018,578.0,231.2,346.8,37.65,60.0,162.85,65.14,20.1,54.5,470.0,9359.0,38.0,ESP-815,165.0
DEEPWATER-TXV4MX,8/6/2017,307.0,257.88,49.12,42.05,16.0,163.06,136.97,20.1,,,,25.0,ESP-815,15.0
DEEPWATER-TXV4MX,8/6/2016,345.0,343.28,1.73,50.08,0.5,145.89,145.16,20.1,,,,,ESP-100,45.0
DEEPWATER-TXV4MX,8/2/2020,690.0,234.6,455.4,38.31,66.0,163.3,55.52,20.1,55.5,,9359.0,39.0,ESP-815,80.0
DEEPWATER-TXV4MX,7/9/2019,676.0,175.76,500.24,28.69,74.0,163.23,42.44,20.1,55.0,,9359.0,38.0,ESP-815,160.0
DEEPWATER-TXV4MX,7/9/2017,450.59,328.79,121.8,7.07,27.03,21.48,0.0,18.5,47.0,465.2,,29.0,ESP-100,70.0
DEEPWATER-TXV4MX,7/8/2018,680.0,231.2,448.8,37.65,66.0,162.85,55.37,20.1,51.0,419.0,9359.0,35.0,ESP-815,200.0
DEEPWATER-TXV4MX,7/7/2016,353.0,349.47,3.53,50.95,1.0,145.79,144.33,20.1,,,,,ESP-100,45.0
DEEPWATER-TXV4MX,7/6/2019,552.0,121.44,430.56,19.72,78.0,162.38,35.72,20.1,52.0,,9359.0,36.0,ESP-815,90.0
DEEPWATER-TXV4MX,7/6/2017,256.0,215.04,40.96,35.05,16.0,162.99,136.91,20.1,,,,25.0,ESP-815,15.0
DEEPWATER-TXV4MX,7/3/2021,1140.0,627.0,513.0,102.2,45.0,163.0,89.65,20.1,56.3,365.0,9255.0,66.0,ESP-588,110.0
DEEPWATER-TXV4MX,7/12/2020,1126.0,675.6,450.4,110.19,40.0,163.1,97.86,20.1,59.0,278.0,9385.26,65.0,ESP-588,80.0
DEEPWATER-TXV4MX,7/1/2021,1260.0,756.0,504.0,123.23,40.0,163.0,97.8,10.0,61.0,313.0,9385.26,72.0,ESP-588,80.0
DEEPWATER-TXV4MX,6/6/2017,261.0,135.72,125.28,22.17,48.0,163.35,84.94,20.1,,,,25.0,ESP-815,15.0
DEEPWATER-TXV4MX,6/4/2020,528.0,232.32,295.68,37.82,56.0,162.79,71.63,20.1,55.5,,9359.0,38.0,ESP-815,70.0
DEEPWATER-TXV4MX,6/4/2016,350.0,348.25,1.75,50.81,0.5,145.9,145.17,20.1,,,,,ESP-100,60.0
DEEPWATER-TXV4MX,6/3/2016,344.0,342.28,1.72,49.93,0.5,145.87,145.15,20.1,,,,,ESP-100,55.0
DEEPWATER-TXV4MX,6/12/2018,708.0,162.84,545.16,26.57,77.0,163.17,37.53,20.1,51.0,,9359.0,32.0,ESP-815,120.0
DEEPWATER-TXV4MX,6/11/2020,1055.0,633.0,422.0,103.18,40.0,163.0,97.8,20.1,57.5,356.0,9385.26,62.0,ESP-588,80.0
DEEPWATER-TXV4MX,6/1/2021,1180.0,708.0,472.0,115.4,40.0,162.99,97.8,10.0,61.0,314.0,9385.26,72.0,ESP-588,80.0
DEEPWATER-TXV4MX,5/9/2016,350.0,348.25,1.75,50.81,0.5,145.9,145.17,20.1,,,,,ESP-100,70.0
DEEPWATER-TXV4MX,5/7/2021,1300.0,624.0,676.0,101.71,52.0,163.0,78.24,20.1,56.7,299.0,9255.0,74.0,ESP-588,25.0
DEEPWATER-TXV4MX,5/7/2017,387.0,328.95,58.05,53.63,15.0,163.03,138.58,20.1,,,9359.0,27.0,ESP-815,45.0
DEEPWATER-TXV4MX,5/6/2021,1265.0,657.8,607.2,107.25,48.0,163.04,84.78,20.1,66.8,336.0,9255.0,68.0,ESP-588,120.0
DEEPWATER-TXV4MX,5/5/2016,350.0,348.25,1.75,50.81,0.5,145.9,145.17,20.1,,,,,ESP-100,60.0
DEEPWATER-TXV4MX,5/11/2019,643.0,167.18,475.82,27.22,74.0,162.82,42.33,20.1,56.0,,9359.0,47.0,ESP-815,140.0
DEEPWATER-TXV4MX,5/1/2016,349.0,347.26,1.75,50.66,0.5,145.89,145.16,20.1,,,,,ESP-100,45.0
DEEPWATER-TXV4MX,4/9/2018,684.0,205.2,478.8,33.42,70.0,162.87,48.86,20.1,51.0,388.0,9359.0,36.0,ESP-815,182.0
DEEPWATER-TXV4MX,4/8/2019,643.0,167.18,475.82,27.22,74.0,162.82,42.33,20.1,54.0,,9359.0,37.0,ESP-815,160.0
DEEPWATER-TXV4MX,4/7/2017,386.0,328.1,57.9,53.46,15.0,162.94,138.5,20.1,,,9359.0,28.0,ESP-815,45.0
DEEPWATER-TXV4MX,4/6/2021,1259.0,679.86,579.14,110.84,46.0,163.03,88.04,20.1,66.8,336.0,9255.0,68.0,ESP-588,120.0
DEEPWATER-TXV4MX,4/6/2018,508.0,254.0,254.0,41.4,50.0,162.99,81.5,20.1,51.4,629.0,9359.0,36.0,ESP-815,150.0
DEEPWATER-TXV4MX,4/6/2016,350.0,348.25,1.75,50.81,0.5,145.9,145.17,20.1,,,,,ESP-100,40.0
DEEPWATER-TXV4MX,4/3/2021,1170.0,643.5,526.5,104.89,45.0,163.0,89.65,20.1,56.3,386.0,9255.0,66.0,ESP-588,30.0
DEEPWATER-TXV4MX,4/12/2019,653.0,195.9,457.1,31.95,70.0,163090.0,48930.0,20.1,55.5,,9359.0,39.0,ESP-815,150.0
DEEPWATER-TXV4MX,4/11/2016,338.0,334.62,3.38,48.91,1.0,146.17,144.7,20.1,,,,,ESP-100,70.0
DEEPWATER-TXV4MX,4/10/2020,960.0,556.8,403.2,90.79,42.0,163.06,94.57,20.1,54.5,410.0,9385.26,62.0,ESP-588,80.0
DEEPWATER-TXV4MX,4/1/2018,454.0,272.4,181.6,44.34,40.0,162.78,97.67,20.1,49.5,531.0,9359.0,33.0,ESP-815,150.0
DEEPWATER-TXV4MX,31/8/2018,682.0,204.6,477.4,33.42,70.0,163.34,49.0,20.1,51.0,396.0,9359.0,35.0,ESP-815,170.0
DEEPWATER-TXV4MX,31/8/2016,350.0,348.25,1.75,50.81,0.5,145.9,145.17,20.1,,,,,ESP-100,70.0
DEEPWATER-TXV4MX,31/3/2016,341.0,339.3,1.71,49.49,0.5,145.86,145.13,20.1,,,,,ESP-100,60.0
DEEPWATER-TXV4MX,31/10/2019,649.0,168.74,480.26,27.55,74.0,163.27,42.45,20.1,56.0,,9359.0,39.0,ESP-815,150.0
DEEPWATER-TXV4MX,30/9/2018,684.0,177.84,506.16,29.02,74.0,163.18,42.43,20.1,51.0,,9359.0,36.0,ESP-815,110.0
DEEPWATER-TXV4MX,30/6/2016,352.0,348.48,3.52,50.81,1.0,145.8,144.35,20.1,,,,,ESP-100,45.0
DEEPWATER-TXV4MX,30/5/2021,1240.0,694.4,545.6,113.19,44.0,163.0,91.28,20.1,64.0,325.0,9255.0,62.0,ESP-588,120.0
DEEPWATER-TXV4MX,30/5/2016,350.0,348.25,1.75,50.85,0.5,146.02,145.29,20.1,,,,,ESP-100,45.0
DEEPWATER-TXV4MX,30/3/2019,746.0,134.28,611.72,21.84,82.0,162.65,29.28,20.1,52.0,,9359.0,36.0,ESP-815,60.0
DEEPWATER-TXV4MX,30/11/2016,344.0,340.56,3.44,49.79,1.0,146.2,144.74,20.1,,,,,ESP-100,50.0
DEEPWATER-TXV4MX,30/1/2020,705.0,239.7,465.3,39.12,66.0,163.2,55.49,20.1,55.5,,9359.0,42.0,ESP-815,80.0
DEEPWATER-TXV4MX,3/7/2017,386.0,328.1,57.9,53.46,15.0,162.94,138.5,20.1,,,9650.0,27.0,ESP-815,45.0
DEEPWATER-TXV4MX,3/5/2021,1175.0,658.0,517.0,107.25,44.0,162.99,91.28,20.1,64.0,339.0,9255.0,62.0,ESP-588,130.0
DEEPWATER-TXV4MX,3/4/2018,436.0,261.6,174.4,42.71,40.0,163.26,97.96,20.1,49.5,684.0,9359.0,39.0,ESP-815,150.0
DEEPWATER-TXV4MX,3/4/2016,346.0,344.27,1.73,50.22,0.5,145.87,145.14,20.1,,,,,ESP-100,60.0
DEEPWATER-TXV4MX,3/3/2016,341.0,339.3,1.71,49.49,0.5,145.86,145.13,20.1,,,,,ESP-100,55.0
DEEPWATER-TXV4MX,3/12/2019,658.0,197.4,460.6,32.11,70.0,162.66,48.8,20.1,54.0,,9359.0,38.0,ESP-815,120.0
DEEPWATER-TXV4MX,3/1/2020,674.0,229.16,444.84,37.33,66.0,162.9,55.39,20.1,55.5,,9359.0,39.0,ESP-815,70.0
DEEPWATER-TXV4MX,29/9/2017,452.0,316.4,135.6,51.51,30.0,162.8,113.96,20.1,,,9359.0,32.0,ESP-815,135.0
DEEPWATER-TXV4MX,29/7/2019,646.0,167.96,478.04,27.38,74.0,163.02,42.38,20.1,56.0,,9359.0,40.0,ESP-815,120.0
DEEPWATER-TXV4MX,29/3/2020,533.0,234.52,298.48,38.31,56.0,163.35,71.88,20.1,55.5,,9359.0,39.0,ESP-815,80.0
DEEPWATER-TXV4MX,29/2/2020,664.0,225.76,438.24,36.84,66.0,163.18,55.48,20.1,55.5,,9359.0,38.0,ESP-815,90.0
DEEPWATER-TXV4MX,29/10/2017,454.0,290.56,163.44,47.36,36.0,163.0,104.32,20.1,,,9359.0,30.0,ESP-815,140.0
DEEPWATER-TXV4MX,28/9/2020,864.22,510.79,353.42,24.4,40.89,47.87,0.0,17.2,,,,,ESP-100,18.61
DEEPWATER-TXV4MX,28/9/2017,529.48,361.88,167.6,13.3,31.65,36.76,0.0,18.5,49.45,401.35,,30.333,ESP-100,140.0
DEEPWATER-TXV4MX,28/8/2018,681.0,231.54,449.46,37.82,66.0,163.34,55.54,20.1,51.0,419.0,9359.0,36.0,ESP-815,200.0
DEEPWATER-TXV4MX,28/8/2017,396.0,277.2,118.8,45.15,30.0,162.88,114.02,20.1,,,9359.0,28.0,ESP-815,45.0
DEEPWATER-TXV4MX,28/7/2017,396.0,328.68,67.32,53.63,17.0,163.17,135.43,20.1,,,9359.0,28.0,ESP-815,45.0
DEEPWATER-TXV4MX,28/6/2017,376.0,319.6,56.4,52.16,15.0,163.2,138.72,20.1,,,,28.0,ESP-815,45.0
DEEPWATER-TXV4MX,28/3/2016,344.0,342.28,1.72,49.93,0.5,145.87,145.15,20.1,,,,,ESP-100,60.0
DEEPWATER-TXV4MX,28/2/2021,1072.0,385.92,686.08,62.92,64.0,163.0,58.69,20.1,54.5,444.0,,,ESP-100,30.0
DEEPWATER-TXV4MX,28/2/2016,343.0,341.29,1.72,49.79,0.5,145.89,145.16,20.1,,,,,ESP-100,55.0
DEEPWATER-TXV4MX,28/12/2019,655.0,222.7,432.3,36.35,66.0,163.22,55.5,20.1,55.5,,9359.0,39.0,ESP-815,140.0
DEEPWATER-TXV4MX,28/11/2019,660.0,198.0,462.0,32.27,70.0,162.98,48.89,20.1,54.0,,9359.0,37.0,ESP-815,120.0
DEEPWATER-TXV4MX,28/10/2019,648.0,168.48,479.52,27.46,74.0,162.99,42.38,20.1,56.0,,9359.0,39.0,ESP-815,155.0
DEEPWATER-TXV4MX,28/1/2020,695.0,236.3,458.7,38.47,66.0,162.8,55.35,20.1,55.5,,9359.0,39.0,ESP-815,70.0
DEEPWATER-TXV4MX,27/8/2017,456.21,336.22,119.99,12.85,26.3,38.21,0.0,19.1,46.95,440.98,,28.0,ESP-100,60.0
DEEPWATER-TXV4MX,27/5/2016,350.0,348.25,1.75,51.72,0.5,148.51,147.77,20.1,,,,,ESP-100,50.0
DEEPWATER-TXV4MX,27/2/2021,1116.0,100.44,1015.56,16.4,91.0,163.28,14.7,20.1,53.9,511.0,9255.0,69.0,ESP-588,30.0
DEEPWATER-TXV4MX,27/11/2016,342.0,338.58,3.42,49.49,1.0,146.17,144.71,20.1,,,,,ESP-100,60.0
DEEPWATER-TXV4MX,27/1/2016,350.0,348.25,1.75,50.81,0.5,145.9,145.17,20.1,,,,,ESP-100,30.0
DEEPWATER-TXV4MX,26/9/2016,351.0,349.25,1.76,50.95,0.5,145.89,145.16,20.1,,,,,ESP-100,70.0
DEEPWATER-TXV4MX,26/6/2021,1290.0,619.2,670.8,100.93,52.0,163.0,78.24,20.1,56.7,299.0,9255.0,74.0,ESP-588,25.0
DEEPWATER-TXV4MX,26/6/2017,368.0,312.8,55.2,51.02,15.0,163.11,138.64,20.1,,,,28.0,ESP-815,40.0
DEEPWATER-TXV4MX,26/5/2016,350.0,348.25,1.75,50.85,0.5,146.02,145.29,20.1,,,,,ESP-100,
DEEPWATER-TXV4MX,26/3/2020,529.0,232.76,296.24,37.98,56.0,163.17,71.8,20.1,55.5,,9359.0,39.0,ESP-815,80.0
DEEPWATER-TXV4MX,26/10/2019,655.0,170.3,484.7,0.0,74.0,0.0,0.0,20.1,56.0,,9359.0,39.0,ESP-815,160.0
DEEPWATER-TXV4MX,26/1/2020,693.0,235.62,457.38,38.47,66.0,163.27,55.51,20.1,55.5,,9359.0,39.0,ESP-815,70.0
DEEPWATER-TXV4MX,26/1/2016,351.0,349.25,1.76,50.95,0.5,145.89,145.16,20.1,,,,,ESP-100,30.0
DEEPWATER-TXV4MX,25/9/2020,884.03,539.2,344.83,9.47,38.99,17.57,0.0,17.2,,,,,ESP-100,14.3
DEEPWATER-TXV4MX,25/6/2018,580.0,290.0,290.0,47.27,50.0,163.0,81.5,20.1,54.0,470.0,9359.0,39.0,ESP-815,170.0
DEEPWATER-TXV4MX,25/6/2017,447.87,403.58,44.3,22.95,9.89,56.88,0.0,19.65,47.0,338.23,,28.0,ESP-100,50.0
DEEPWATER-TXV4MX,25/4/2019,562.0,123.64,438.36,20.21,78.0,163.46,35.96,20.1,52.0,,9359.0,36.0,ESP-815,60.0
DEEPWATER-TXV4MX,25/4/2016,351.0,349.25,1.76,59.95,0.5,171.66,170.8,20.1,,,,,ESP-100,60.0
DEEPWATER-TXV4MX,25/2/2016,340.0,338.3,1.7,49.35,0.5,145.88,145.15,20.1,,,,,ESP-100,50.0
DEEPWATER-TXV4MX,25/11/2020,1150.0,690.0,460.0,112.47,40.0,163.0,97.8,20.1,59.0,356.0,9385.26,62.0,ESP-588,80.0
DEEPWATER-TXV4MX,25/1/2019,714.0,164.22,549.78,26.73,77.0,162.77,37.44,20.1,51.0,,9359.0,34.0,ESP-815,70.0
DEEPWATER-TXV4MX,24/6/2016,353.0,349.47,3.53,51.02,1.0,145.99,144.53,20.1,,,,,ESP-100,45.0
DEEPWATER-TXV4MX,24/5/2020,705.0,451.2,253.8,73.35,36.0,162.57,104.04,20.1,48.0,670.0,9359.0,49.0,ESP-815,90.0
DEEPWATER-TXV4MX,24/5/2018,552.21,288.93,263.28,4.82,47.68,16.68,0.0,18.6,,,,,ESP-100,136.34
DEEPWATER-TXV4MX,24/5/2016,357.0,355.22,1.79,51.86,0.5,146.0,145.27,20.1,,,,,ESP-100,50.0
DEEPWATER-TXV4MX,24/4/2018,438.0,236.52,201.48,38.63,46.0,163.33,88.2,20.1,49.5,684.0,9359.0,31.0,ESP-815,150.0
DEEPWATER-TXV4MX,24/3/2016,336.0,334.32,1.68,48.76,0.5,145.85,145.12,20.1,,,,,ESP-100,50.0
DEEPWATER-TXV4MX,24/2/2020,453.0,154.02,298.98,25.1,66.0,162.97,55.41,20.1,55.5,,9359.0,39.0,ESP-815,80.0
DEEPWATER-TXV4MX,24/12/2017,458.0,293.12,164.88,44.83,36.0,152.94,97.88,20.1,,,9359.0,33.0,ESP-815,120.0
DEEPWATER-TXV4MX,24/11/2019,654.0,196.2,457.8,31.95,70.0,162.84,48.85,20.1,54.0,,9359.0,37.0,ESP-815,120.0
DEEPWATER-TXV4MX,24/11/2016,348.0,344.52,3.48,50.37,1.0,146.2,144.74,20.1,,,,,ESP-100,50.0
DEEPWATER-TXV4MX,24/10/2020,994.0,596.4,397.6,97.15,40.0,162.89,97.74,20.1,55.5,393.0,9385.26,58.0,ESP-588,80.0
DEEPWATER-TXV4MX,24/1/2021,1207.0,675.92,531.08,111.36,44.0,164.75,92.26,20.1,61.0,334.0,9385.26,78.0,ESP-588,70.0
DEEPWATER-TXV4MX,24/1/2016,347.0,345.27,1.74,50.37,0.5,145.89,145.16,20.1,,,,,ESP-100,30.0
DEEPWATER-TXV4MX,23/9/2017,416.0,291.2,124.8,47.43,30.0,162.88,114.01,20.1,,,9359.0,31.0,ESP-815,100.0
DEEPWATER-TXV4MX,23/7/2017,390.0,323.7,66.3,52.81,17.0,163.14,135.41,20.1,,,9359.0,28.0,ESP-815,45.0
DEEPWATER-TXV4MX,23/6/2018,589.0,294.5,294.5,47.92,50.0,162.72,81.36,20.1,54.0,540.0,9359.0,39.0,ESP-815,170.0
DEEPWATER-TXV4MX,23/5/2018,488.0,263.52,224.48,43.03,46.0,163.29,88.18,20.1,51.0,634.0,9359.0,36.0,ESP-815,160.0
DEEPWATER-TXV4MX,22/7/2018,590.0,200.6,389.4,32.76,66.0,163.31,55.53,20.1,56.4,450.0,9359.0,42.0,ESP-815,160.0
DEEPWATER-TXV4MX,22/6/2021,1316.12,575.31,740.8,16.74,56.27,29.14,0.0,17.2,,,,,ESP-100,31.94
DEEPWATER-TXV4MX,22/6/2021,1238.0,594.24,643.76,96.86,52.0,163.0,78.24,20.1,56.7,337.0,9255.0,66.0,ESP-588,120.0
DEEPWATER-TXV4MX,22/5/2021,1240.0,694.4,545.6,113.19,44.0,163.0,91.28,20.1,64.0,325.0,9255.0,62.0,ESP-588,120.0
DEEPWATER-TXV4MX,22/2/2019,742.0,133.56,608.44,21.84,82.0,163.52,29.43,20.1,51.0,,9359.0,34.0,ESP-815,160.0
DEEPWATER-TXV4MX,22/10/2016,340.0,336.6,3.4,49.14,1.0,145.99,144.53,20.1,,,,,ESP-100,70.0
DEEPWATER-TXV4MX,21/9/2020,954.0,553.32,400.68,90.14,42.0,162.91,94.49,20.1,54.0,434.0,9385.26,59.0,ESP-588,80.0
DEEPWATER-TXV4MX,21/8/2016,347.0,345.27,1.74,50.37,0.5,145.89,145.16,20.1,,,,,ESP-100,45.0
DEEPWATER-TXV4MX,21/5/2020,703.0,449.92,253.08,73.35,36.0,163.0,104.34,20.1,48.0,670.0,9359.0,49.0,ESP-815,90.0
DEEPWATER-TXV4MX,21/5/2016,351.0,349.25,1.76,50.99,0.5,146.0,145.27,20.1,,,,,ESP-100,50.0
DEEPWATER-TXV4MX,21/4/2016,350.0,348.25,1.75,50.81,0.5,145.9,145.17,20.1,,,,,ESP-100,55.0
DEEPWATER-TXV4MX,21/3/2016,337.0,335.32,1.69,48.91,0.5,145.86,145.13,20.1,,,,,ESP-100,50.0
DEEPWATER-TXV4MX,21/12/2019,663.0,225.42,437.58,36.68,66.0,162.72,55.32,20.1,55.5,,9359.0,39.0,ESP-815,140.0
DEEPWATER-TXV4MX,21/11/2019,654.0,196.2,457.8,31.95,70.0,162.84,48.85,20.1,54.0,,9359.0,37.0,ESP-815,120.0
DEEPWATER-TXV4MX,21/11/2016,340.0,336.6,3.4,49.14,1.0,145.99,144.53,20.1,,,,,ESP-100,70.0
DEEPWATER-TXV4MX,21/1/2021,1220.0,683.2,536.8,111.36,44.0,163.0,91.28,10.0,61.0,334.0,9385.26,78.0,ESP-588,70.0
DEEPWATER-TXV4MX,21/1/2016,342.0,340.29,1.71,49.62,0.5,145.82,145.09,20.1,,,,,ESP-100,30.0
DEEPWATER-TXV4MX,20/9/2020,877.39,522.71,354.68,8.81,40.43,16.86,0.0,17.2,,,,,ESP-100,14.4
